ID_Chamado,Usuario,Departamento,Data_Abertura,Data_Fechamento,Categoria,Subcategoria,Canal_Atendimento,Prioridade,Status,Tecnico,Tempo_Resolucao_Horas,Dentro_SLA,Nota_CSAT
CH00894,Cauê Cassiano,Logística,2026-04-06 13:48:23,2026-04-08 04:42:23,Hardware,Teclado com defeito,WhatsApp,Alta,Resolvido,Bruno Costa,38.9,Não,1.0
CH00895,Rael Martins,Logística,2026-03-28 03:39:08,2026-03-28 07:09:08,Redes,Cabo de rede desconectado,WhatsApp,Baixa,Resolvido,Carlos Souza,3.5,Sim,4.0
CH00896,Bárbara Nascimento,Operações,2026-04-17 09:12:09,2026-04-18 08:12:09,Redes,Cabo de rede desconectado,E-mail,Baixa,Fechado,Ana Silva,23.0,Sim,2.0
CH00897,Rael das Neves,RH,2026-04-21 16:19:19,2026-04-23 05:07:19,Redes,Wi-Fi instável,WhatsApp,Média,Fechado,Daniela Lima,36.8,Não,4.0
CH00898,Dante Borges,Comercial,2026-05-01 21:07:39,2026-05-02 00:43:39,Acessos,Reset de senha AD,Telefone,Alta,Resolvido,Ana Silva,3.6,Sim,5.0
CH00899,Liz Santos,Logística,2026-04-02 04:43:20,,Redes,Cabo de rede desconectado,Telefone,Baixa,Em andamento,Ana Silva,,Pendente,
CH00900,Henrique Duarte,Logística,2026-05-15 11:14:55,2026-05-17 04:50:55,Redes,Cabo de rede desconectado,Telefone,Média,Resolvido,Daniela Lima,41.6,Não,4.0
CH00901,Josué Fogaça,Operações,2026-04-01 07:04:17,2026-04-01 23:40:17,Redes,Cabo de rede desconectado,Portal de TI,Média,Fechado,Bruno Costa,16.6,Sim,2.0
CH00902,Ana Julia Rocha,Financeiro,2026-04-25 08:46:06,,Redes,Lentidão na VPN,E-mail,Baixa,Em andamento,Carlos Souza,,Pendente,
CH00903,Erick Alves,RH,2026-04-15 21:48:04,2026-04-17 03:48:04,Hardware,Computador não liga,E-mail,Média,Resolvido,Carlos Souza,30.0,Não,5.0
CH00904,Isadora Brito,Logística,2026-04-26 03:45:14,2026-04-27 11:15:14,Hardware,Computador não liga,Portal de TI,Média,Resolvido,Carlos Souza,31.5,Não,5.0
CH00905,Davi Miguel Campos,Financeiro,2026-05-01 18:05:26,2026-05-02 19:11:26,Hardware,Computador não liga,WhatsApp,Crítica,Resolvido,Daniela Lima,25.1,Não,4.0
CH00906,Henry Cardoso,Financeiro,2026-03-19 01:18:48,2026-03-20 08:12:48,Redes,Cabo de rede desconectado,Telefone,Crítica,Resolvido,Daniela Lima,30.9,Não,5.0
CH00907,Maria Fernanda Rodrigues,Comercial,2026-04-06 03:08:07,2026-04-07 07:08:07,Software/ERP,Acesso negado no sistema,E-mail,Baixa,Resolvido,Ana Silva,28.0,Não,2.0
CH00908,Joana Barbosa,Financeiro,2026-03-26 01:16:40,2026-03-26 03:46:40,Redes,Lentidão na VPN,E-mail,Média,Resolvido,Daniela Lima,2.5,Sim,5.0
CH00909,Gael Henrique Ramos,Logística,2026-03-20 00:15:00,2026-03-21 11:39:00,Software/ERP,Instalação de software,E-mail,Baixa,Resolvido,Daniela Lima,35.4,Não,2.0
CH00910,Caleb Farias,RH,2026-04-29 22:43:18,2026-04-30 16:25:18,Redes,Lentidão na VPN,E-mail,Crítica,Resolvido,Carlos Souza,17.7,Não,5.0
CH00911,Ravi Aragão,Financeiro,2026-03-29 18:57:43,2026-03-31 14:51:43,Redes,Wi-Fi instável,Portal de TI,Média,Resolvido,Bruno Costa,43.9,Não,5.0
CH00912,Marina Silveira,Financeiro,2026-04-03 04:53:42,2026-04-03 13:41:42,Hardware,Computador não liga,WhatsApp,Baixa,Resolvido,Bruno Costa,8.8,Sim,4.0
CH00913,Ana Garcia,RH,2026-04-25 05:51:56,2026-04-25 07:21:56,Acessos,Criar novo usuário,Portal de TI,Alta,Fechado,Bruno Costa,1.5,Sim,4.0
CH00914,Luiz Gustavo Cunha,RH,2026-04-28 07:39:04,2026-04-29 22:39:04,Acessos,Criar novo usuário,WhatsApp,Baixa,Resolvido,Bruno Costa,39.0,Não,4.0
CH00915,João Lucas Machado,Operações,2026-04-05 01:32:44,2026-04-05 11:02:44,Software/ERP,Acesso negado no sistema,Telefone,Baixa,Fechado,Bruno Costa,9.5,Sim,5.0
CH00916,Joaquim Ramos,Comercial,2026-04-01 07:47:17,2026-04-02 12:11:17,Software/ERP,Erro ao emitir nota,E-mail,Média,Fechado,Ana Silva,28.4,Não,3.0
CH00917,Maria Sophia Novaes,RH,2026-04-15 13:05:48,2026-04-15 19:35:48,Acessos,Reset de senha AD,Telefone,Baixa,Resolvido,Ana Silva,6.5,Sim,5.0
CH00918,Caio da Mota,Operações,2026-05-03 09:40:29,2026-05-05 04:04:29,Software/ERP,Acesso negado no sistema,Telefone,Baixa,Resolvido,Bruno Costa,42.4,Não,4.0
CH00919,Otto Costa,Comercial,2026-04-24 01:56:32,2026-04-25 11:26:32,Acessos,Permissão de pasta em rede,Telefone,Baixa,Resolvido,Ana Silva,33.5,Não,4.0
CH00920,Yago Vieira,Logística,2026-05-07 22:41:15,2026-05-08 20:41:15,Hardware,Impressora travada,Telefone,Alta,Resolvido,Bruno Costa,22.0,Não,5.0
CH00921,Maria Alice Mendes,Logística,2026-03-19 18:57:36,2026-03-20 21:39:36,Redes,Cabo de rede desconectado,Portal de TI,Baixa,Fechado,Bruno Costa,26.7,Não,5.0
CH00922,Manuella Nunes,Logística,2026-05-09 18:16:13,2026-05-11 00:16:13,Acessos,Permissão de pasta em rede,Portal de TI,Média,Resolvido,Daniela Lima,30.0,Não,5.0
CH00923,Dr. João Gabriel Cirino,RH,2026-05-05 16:06:47,2026-05-06 01:06:47,Redes,Cabo de rede desconectado,Portal de TI,Baixa,Resolvido,Ana Silva,9.0,Sim,5.0
CH00924,Sr. Arthur Vasconcelos,Financeiro,2026-03-20 10:10:59,2026-03-20 15:22:59,Redes,Lentidão na VPN,Portal de TI,Alta,Fechado,Bruno Costa,5.2,Não,5.0
CH00925,Ravy Moura,Operações,2026-04-14 04:04:21,2026-04-15 15:58:21,Software/ERP,Erro ao emitir nota,E-mail,Baixa,Resolvido,Carlos Souza,35.9,Não,4.0
CH00926,Isabel Castro,Logística,2026-04-21 14:19:51,,Software/ERP,Acesso negado no sistema,WhatsApp,Baixa,Em andamento,Daniela Lima,,Pendente,
CH00927,Isaque da Mata,Financeiro,2026-03-27 14:46:54,2026-03-29 12:28:54,Hardware,Computador não liga,Telefone,Crítica,Resolvido,Bruno Costa,45.7,Não,3.0
CH00928,Srta. Hellena Oliveira,RH,2026-05-08 17:02:19,2026-05-10 05:32:19,Acessos,Permissão de pasta em rede,Portal de TI,Média,Resolvido,Bruno Costa,36.5,Não,4.0
CH00929,Sr. Felipe da Costa,Financeiro,2026-04-24 14:32:31,2026-04-25 10:50:31,Redes,Cabo de rede desconectado,E-mail,Alta,Resolvido,Carlos Souza,20.3,Não,5.0
CH00930,Dr. Arthur Santos,Logística,2026-05-14 10:07:20,2026-05-16 01:07:20,Software/ERP,Erro ao emitir nota,Telefone,Baixa,Fechado,Daniela Lima,39.0,Não,4.0
CH00931,Cecília Nunes,Financeiro,2026-04-21 00:55:50,2026-04-21 15:37:50,Redes,Wi-Fi instável,Portal de TI,Média,Fechado,Daniela Lima,14.7,Sim,5.0
CH00932,Ágatha das Neves,RH,2026-04-05 04:04:05,2026-04-05 23:10:05,Hardware,Impressora travada,Portal de TI,Baixa,Reaberto,Daniela Lima,19.1,Sim,5.0
CH00933,Ana Carolina Borges,Operações,2026-04-03 22:31:43,2026-04-04 07:07:43,Hardware,Computador não liga,Telefone,Baixa,Resolvido,Ana Silva,8.6,Sim,4.0
CH00934,Henry Almeida,Operações,2026-03-23 08:19:58,2026-03-25 06:31:58,Hardware,Impressora travada,WhatsApp,Baixa,Resolvido,Daniela Lima,46.2,Não,5.0
CH00935,Agatha Farias,Logística,2026-05-08 00:09:57,,Hardware,Impressora travada,Telefone,Média,Em andamento,Bruno Costa,,Pendente,
CH00936,Davi Lucca Fernandes,Financeiro,2026-05-16 12:29:22,2026-05-17 08:53:22,Acessos,Reset de senha AD,E-mail,Baixa,Reaberto,Carlos Souza,20.4,Sim,4.0
CH00937,Sr. Antônio Casa Grande,Financeiro,2026-04-04 02:57:48,2026-04-05 02:03:48,Software/ERP,Instalação de software,Telefone,Média,Resolvido,Carlos Souza,23.1,Sim,4.0
CH00938,Srta. Brenda Moura,Comercial,2026-05-13 20:21:01,2026-05-14 18:03:01,Hardware,Teclado com defeito,Telefone,Crítica,Resolvido,Daniela Lima,21.7,Não,4.0
CH00939,Marcelo Santos,Comercial,2026-04-22 07:42:24,2026-04-22 12:30:24,Acessos,Permissão de pasta em rede,Telefone,Baixa,Resolvido,Bruno Costa,4.8,Sim,4.0
CH00940,Beatriz Fernandes,Financeiro,2026-04-25 07:15:23,2026-04-26 13:03:23,Acessos,Criar novo usuário,WhatsApp,Baixa,Resolvido,Daniela Lima,29.8,Não,5.0
CH00941,Sr. Emanuel Siqueira,RH,2026-04-16 04:36:56,2026-04-17 23:12:56,Software/ERP,Instalação de software,E-mail,Baixa,Resolvido,Daniela Lima,42.6,Não,5.0
CH00942,Raquel Rezende,Comercial,2026-04-29 07:25:44,2026-04-29 13:43:44,Redes,Lentidão na VPN,Telefone,Média,Resolvido,Daniela Lima,6.3,Sim,5.0
CH00943,Luiz Henrique Câmara,Comercial,2026-04-17 16:46:33,2026-04-17 19:22:33,Acessos,Permissão de pasta em rede,Telefone,Baixa,Resolvido,Bruno Costa,2.6,Sim,5.0
CH00944,Marcos Vinicius das Neves,Logística,2026-05-14 01:48:18,2026-05-14 07:42:18,Software/ERP,Instalação de software,Telefone,Baixa,Resolvido,Daniela Lima,5.9,Sim,3.0
CH00945,Felipe Siqueira,Logística,2026-04-15 11:43:36,,Hardware,Teclado com defeito,E-mail,Média,Em andamento,Daniela Lima,,Pendente,
CH00946,Dra. Maria Júlia Vargas,Comercial,2026-03-18 01:38:28,2026-03-18 10:14:28,Redes,Wi-Fi instável,WhatsApp,Alta,Fechado,Daniela Lima,8.6,Não,5.0
CH00947,Fernando Pereira,Financeiro,2026-05-11 23:46:57,2026-05-12 00:46:57,Acessos,Permissão de pasta em rede,E-mail,Média,Resolvido,Ana Silva,1.0,Sim,5.0
CH00948,Hellena Porto,Comercial,2026-04-17 18:57:03,2026-04-18 16:27:03,Redes,Cabo de rede desconectado,Telefone,Média,Fechado,Ana Silva,21.5,Sim,5.0
CH00949,Theo Casa Grande,Financeiro,2026-05-11 19:16:46,2026-05-12 13:40:46,Hardware,Impressora travada,E-mail,Baixa,Resolvido,Ana Silva,18.4,Sim,5.0
CH00950,Srta. Isabela Ferreira,Financeiro,2026-04-19 01:07:49,,Redes,Cabo de rede desconectado,WhatsApp,Baixa,Em andamento,Bruno Costa,,Pendente,
CH00951,Caio Santos,Logística,2026-04-17 21:59:03,2026-04-19 14:11:03,Hardware,Computador não liga,WhatsApp,Baixa,Reaberto,Carlos Souza,40.2,Não,4.0
CH00952,Alexia da Luz,RH,2026-04-19 11:48:17,2026-04-20 18:00:17,Acessos,Permissão de pasta em rede,E-mail,Média,Resolvido,Bruno Costa,30.2,Não,2.0
CH00953,Bernardo Ferreira,Comercial,2026-04-07 06:03:06,,Redes,Cabo de rede desconectado,WhatsApp,Baixa,Em andamento,Daniela Lima,,Pendente,
CH00954,Alexandre Aragão,RH,2026-04-11 19:30:29,2026-04-13 03:18:29,Software/ERP,Erro ao emitir nota,E-mail,Baixa,Resolvido,Daniela Lima,31.8,Não,5.0
CH00955,Mariah Cavalcante,RH,2026-04-24 08:45:02,2026-04-26 07:57:02,Hardware,Impressora travada,Portal de TI,Média,Resolvido,Daniela Lima,47.2,Não,5.0
CH00956,Maria Flor Ferreira,Logística,2026-04-27 02:11:11,2026-04-28 11:41:11,Software/ERP,Instalação de software,WhatsApp,Crítica,Resolvido,Carlos Souza,33.5,Não,5.0
CH00957,Beatriz Mendes,Operações,2026-05-09 21:46:48,,Acessos,Permissão de pasta em rede,E-mail,Alta,Em andamento,Ana Silva,,Pendente,
CH00958,Heloisa Castro,Operações,2026-05-13 00:25:07,2026-05-14 19:31:07,Acessos,Reset de senha AD,WhatsApp,Média,Resolvido,Ana Silva,43.1,Não,5.0
CH00959,Arthur Gabriel da Rocha,Logística,2026-04-30 17:01:40,,Hardware,Computador não liga,E-mail,Média,Em andamento,Ana Silva,,Pendente,
CH00960,Dr. Cauã Barbosa,Comercial,2026-03-19 20:14:13,2026-03-21 19:44:13,Software/ERP,Erro ao emitir nota,Portal de TI,Média,Resolvido,Ana Silva,47.5,Não,5.0
CH00961,Marcos Vinicius Castro,Comercial,2026-04-20 01:55:22,2026-04-21 09:13:22,Redes,Wi-Fi instável,Portal de TI,Crítica,Resolvido,Bruno Costa,31.3,Não,5.0
CH00962,Ayla Fernandes,Logística,2026-03-25 04:13:12,2026-03-27 00:19:12,Hardware,Teclado com defeito,Portal de TI,Baixa,Resolvido,Bruno Costa,44.1,Não,1.0
CH00963,Rafaela Santos,Financeiro,2026-05-14 13:38:36,2026-05-16 07:26:36,Hardware,Computador não liga,E-mail,Baixa,Resolvido,Bruno Costa,41.8,Não,5.0
CH00964,Eloah Pereira,Operações,2026-03-20 21:40:16,,Hardware,Computador não liga,WhatsApp,Média,Em andamento,Daniela Lima,,Pendente,
CH00965,Benjamim Brito,Financeiro,2026-04-29 01:12:43,2026-04-30 12:00:43,Hardware,Teclado com defeito,Portal de TI,Baixa,Fechado,Carlos Souza,34.8,Não,5.0
CH00966,Gabriel Jesus,Comercial,2026-04-19 00:57:29,2026-04-19 11:03:29,Acessos,Reset de senha AD,Telefone,Crítica,Resolvido,Daniela Lima,10.1,Não,3.0
CH00967,Dra. Ágatha da Luz,RH,2026-05-10 16:37:38,2026-05-11 17:07:38,Hardware,Impressora travada,Telefone,Média,Resolvido,Daniela Lima,24.5,Não,4.0
CH00968,Isaac Brito,Financeiro,2026-04-14 05:26:53,2026-04-16 01:44:53,Hardware,Teclado com defeito,Portal de TI,Média,Fechado,Daniela Lima,44.3,Não,5.0
CH00969,Rebeca Cassiano,Financeiro,2026-03-22 17:06:39,2026-03-23 11:24:39,Redes,Cabo de rede desconectado,Telefone,Média,Resolvido,Bruno Costa,18.3,Sim,4.0
CH00970,Sr. Paulo Borges,Logística,2026-03-23 04:27:26,2026-03-23 05:33:26,Software/ERP,Acesso negado no sistema,Telefone,Baixa,Resolvido,Daniela Lima,1.1,Sim,5.0
CH00971,Pietra Costa,RH,2026-04-15 11:48:06,2026-04-16 11:36:06,Redes,Cabo de rede desconectado,WhatsApp,Baixa,Reaberto,Daniela Lima,23.8,Sim,4.0
CH00972,Gustavo Cavalcante,Logística,2026-03-27 07:26:52,2026-03-28 20:08:52,Software/ERP,Instalação de software,Portal de TI,Baixa,Fechado,Ana Silva,36.7,Não,2.0
CH00973,Renan Camargo,RH,2026-04-15 05:25:18,2026-04-16 16:49:18,Redes,Cabo de rede desconectado,E-mail,Alta,Resolvido,Carlos Souza,35.4,Não,5.0
CH00974,Olivia Mendonça,RH,2026-04-16 19:58:02,2026-04-17 03:28:02,Hardware,Computador não liga,WhatsApp,Alta,Resolvido,Daniela Lima,7.5,Não,5.0
CH00975,Yago Gomes,Financeiro,2026-04-12 14:57:25,2026-04-14 10:15:25,Hardware,Impressora travada,Telefone,Média,Resolvido,Carlos Souza,43.3,Não,5.0
CH00976,Dr. Léo Cirino,Logística,2026-04-04 20:15:23,2026-04-05 22:03:23,Software/ERP,Instalação de software,WhatsApp,Média,Resolvido,Ana Silva,25.8,Não,3.0
CH00977,João Macedo,Logística,2026-04-30 04:11:01,2026-04-30 21:05:01,Hardware,Teclado com defeito,Portal de TI,Média,Resolvido,Ana Silva,16.9,Sim,5.0
CH00978,Henry Gabriel da Mata,Logística,2026-05-02 01:06:55,2026-05-02 01:42:55,Acessos,Criar novo usuário,Portal de TI,Alta,Reaberto,Daniela Lima,0.6,Sim,5.0
CH00979,Dom Sá,RH,2026-05-11 16:14:30,2026-05-13 02:08:30,Hardware,Teclado com defeito,Telefone,Baixa,Resolvido,Bruno Costa,33.9,Não,5.0
CH00980,Luiz Felipe Nogueira,Logística,2026-03-27 06:47:07,2026-03-27 15:59:07,Software/ERP,Acesso negado no sistema,WhatsApp,Baixa,Resolvido,Bruno Costa,9.2,Sim,4.0
CH00981,Heloísa Novaes,RH,2026-04-27 02:06:38,,Redes,Cabo de rede desconectado,Portal de TI,Baixa,Em andamento,Ana Silva,,Pendente,
CH00982,Stephany Leão,RH,2026-03-23 19:33:15,2026-03-25 04:03:15,Redes,Cabo de rede desconectado,WhatsApp,Média,Resolvido,Ana Silva,32.5,Não,5.0
CH00983,Olívia Oliveira,Logística,2026-05-08 21:17:27,2026-05-09 15:35:27,Software/ERP,Acesso negado no sistema,Portal de TI,Média,Resolvido,Daniela Lima,18.3,Sim,5.0
CH00984,Letícia Barros,Logística,2026-04-09 18:32:15,2026-04-10 11:20:15,Hardware,Impressora travada,Telefone,Média,Resolvido,Ana Silva,16.8,Sim,5.0
CH00985,Srta. Sarah Oliveira,Financeiro,2026-04-25 05:24:46,2026-04-26 20:12:46,Acessos,Criar novo usuário,WhatsApp,Alta,Reaberto,Ana Silva,38.8,Não,5.0
CH00986,Clara Campos,Operações,2026-05-07 01:43:25,2026-05-08 11:25:25,Software/ERP,Acesso negado no sistema,Telefone,Baixa,Fechado,Daniela Lima,33.7,Não,4.0
CH00987,Enzo Cunha,Comercial,2026-04-30 11:47:25,2026-05-01 18:35:25,Software/ERP,Erro ao emitir nota,WhatsApp,Baixa,Resolvido,Carlos Souza,30.8,Não,2.0
CH00988,Asafe Lima,Logística,2026-04-05 14:32:10,2026-04-06 14:02:10,Redes,Cabo de rede desconectado,Telefone,Baixa,Resolvido,Ana Silva,23.5,Sim,4.0
CH00989,Maya Costa,Logística,2026-03-25 12:03:49,2026-03-25 21:51:49,Redes,Wi-Fi instável,WhatsApp,Baixa,Fechado,Carlos Souza,9.8,Sim,5.0
CH00990,Joana Dias,Logística,2026-04-01 06:01:59,2026-04-03 05:25:59,Acessos,Reset de senha AD,E-mail,Crítica,Fechado,Bruno Costa,47.4,Não,5.0
CH00991,Mathias Novais,RH,2026-03-24 09:36:04,2026-03-25 17:24:04,Acessos,Criar novo usuário,E-mail,Média,Resolvido,Carlos Souza,31.8,Não,5.0
CH00992,Lunna da Mota,RH,2026-04-25 11:21:22,2026-04-25 22:21:22,Acessos,Criar novo usuário,E-mail,Média,Fechado,Daniela Lima,11.0,Sim,5.0
CH00993,Alice Viana,Operações,2026-05-07 08:24:47,,Hardware,Teclado com defeito,WhatsApp,Média,Em andamento,Carlos Souza,,Pendente,
CH00994,Mariah Camargo,Financeiro,2026-05-13 22:36:12,2026-05-15 10:06:12,Acessos,Reset de senha AD,Portal de TI,Média,Resolvido,Ana Silva,35.5,Não,5.0
CH00995,Diogo Nunes,RH,2026-04-27 03:10:21,2026-04-27 19:52:21,Hardware,Teclado com defeito,Portal de TI,Baixa,Resolvido,Bruno Costa,16.7,Sim,5.0
CH00996,Beatriz Caldeira,Operações,2026-05-13 23:26:15,2026-05-15 03:20:15,Redes,Lentidão na VPN,E-mail,Crítica,Fechado,Daniela Lima,27.9,Não,5.0
CH00997,João Pedro Nascimento,Operações,2026-05-11 12:36:00,2026-05-12 06:24:00,Hardware,Teclado com defeito,E-mail,Baixa,Reaberto,Ana Silva,17.8,Sim,4.0
CH00998,Julia Gomes,Logística,2026-04-20 06:43:30,2026-04-21 05:07:30,Software/ERP,Erro ao emitir nota,Telefone,Média,Resolvido,Bruno Costa,22.4,Sim,5.0
CH00999,Olívia Andrade,Comercial,2026-05-04 00:56:47,2026-05-05 09:02:47,Redes,Lentidão na VPN,Portal de TI,Baixa,Resolvido,Ana Silva,32.1,Não,4.0
CH01000,Nathan Casa Grande,Comercial,2026-04-03 14:42:23,2026-04-04 18:30:23,Hardware,Impressora travada,Telefone,Alta,Resolvido,Ana Silva,27.8,Não,4.0
